name,gender,nom_category,year
Michael Relph,male,"Art Direction, Color",1950
Frank Hotaling,male,"Art Direction, Color",1953
Jim Morahan,male,"Art Direction, Color",1950
Henry Grace,male,"Art Direction, Color",1961
Henry Grace,male,"Art Direction, Color",1965
Henry Grace,male,"Art Direction, Color",1964
Henry Grace,male,"Art Direction, Color",1963
Henry Grace,male,"Art Direction, Color",1963
Henry Grace,male,"Art Direction, Color",1960
John Stoll,male,"Art Direction, Color",1963
Howard Bristol,male,"Art Direction, Color",1956
Howard Bristol,male,"Art Direction, Color",1953
Howard Bristol,male,"Art Direction, Color",1945
Howard Bristol,male,"Art Direction, Color",1962
Jack D. Moore,male,"Art Direction, Color",1954
Jack D. Moore,male,"Art Direction, Color",1954
Jack D. Moore,male,"Art Direction, Color",1950
James W. Payne,male,"Art Direction, Color",1967
John S. Detlie,male,"Art Direction, Color",1941
Paul S. Fox,male,"Art Direction, Color",1956
Paul S. Fox,male,"Art Direction, Color",1954
Paul S. Fox,male,"Art Direction, Color",1955
Paul S. Fox,male,"Art Direction, Color",1953
Paul S. Fox,male,"Art Direction, Color",1957
Paul S. Fox,male,"Art Direction, Color",1964
Paul S. Fox,male,"Art Direction, Color",1952
Richard H. Riedel,male,"Art Direction, Color",1960
"John McCarthy, Jr.",male,"Art Direction, Color",1967
"John McCarthy, Jr.",male,"Art Direction, Color",1953
Mildred Griffiths,female,"Art Direction, Color",1946
Lyle Reifsnider,male,"Art Direction, Color",1950
William Kellner,male,"Art Direction, Color",1950
Max Ophüls,male,"Art Direction, Black and White",1955
Ernst Fegté,male,"Art Direction, Black and White",1944
Wiard Ihnen,male,"Art Direction, Black and White",1946
Alexander Golitzen,male,"Art Direction, Black and White",1942
Alexander Golitzen,male,"Art Direction, Black and White",1941
Alexander Golitzen,male,"Art Direction, Black and White",1963
Edward Carfagno,male,"Art Direction, Black and White",1954
Edward Carfagno,male,"Art Direction, Black and White",1955
Edward Carfagno,male,"Art Direction, Black and White",1953
Edward Carfagno,male,"Art Direction, Black and White",1963
Stephen Goosson,male,"Art Direction, Black and White",1942
Thomas Little,male,"Art Direction, Black and White",1944
Thomas Little,male,"Art Direction, Black and White",1948
Thomas Little,male,"Art Direction, Black and White",1942
Thomas Little,male,"Art Direction, Black and White",1943
Thomas Little,male,"Art Direction, Black and White",1950
Thomas Little,male,"Art Direction, Black and White",1953
Thomas Little,male,"Art Direction, Black and White",1951
Thomas Little,male,"Art Direction, Black and White",1945
Thomas Little,male,"Art Direction, Black and White",1947
Thomas Little,male,"Art Direction, Black and White",1947
Thomas Little,male,"Art Direction, Black and White",1946
Thomas Little,male,"Art Direction, Black and White",1952
Thomas Little,male,"Art Direction, Black and White",1952
Emile Kuri,male,"Art Direction, Black and White",1943
Emile Kuri,male,"Art Direction, Black and White",1950
Emile Kuri,male,"Art Direction, Black and White",1955
Emile Kuri,male,"Art Direction, Black and White",1953
Emile Kuri,male,"Art Direction, Black and White",1962
Lyle R. Wheeler,male,"Art Direction, Black and White",1948
Lyle R. Wheeler,male,"Art Direction, Black and White",1941
Lyle R. Wheeler,male,"Art Direction, Black and White",1954
Lyle R. Wheeler,male,"Art Direction, Black and White",1954
Lyle R. Wheeler,male,"Art Direction, Black and White",1950
Lyle R. Wheeler,male,"Art Direction, Black and White",1953
Lyle R. Wheeler,male,"Art Direction, Black and White",1953
Lyle R. Wheeler,male,"Art Direction, Black and White",1957
Lyle R. Wheeler,male,"Art Direction, Black and White",1951
Lyle R. Wheeler,male,"Art Direction, Black and White",1945
Lyle R. Wheeler,male,"Art Direction, Black and White",1960
Lyle R. Wheeler,male,"Art Direction, Black and White",1947
Lyle R. Wheeler,male,"Art Direction, Black and White",1952
Lyle R. Wheeler,male,"Art Direction, Black and White",1952
Anton Grot,male,"Art Direction, Black and White",1941
Arthur Krams,male,"Art Direction, Black and White",1956
Arthur Krams,male,"Art Direction, Black and White",1961
Arthur Krams,male,"Art Direction, Black and White",1960
Cedric Gibbons,male,"Art Direction, Black and White",1956
Cedric Gibbons,male,"Art Direction, Black and White",1956
Cedric Gibbons,male,"Art Direction, Black and White",1943
Cedric Gibbons,male,"Art Direction, Black and White",1954
Cedric Gibbons,male,"Art Direction, Black and White",1955
Cedric Gibbons,male,"Art Direction, Black and White",1951
Cedric Gibbons,male,"Art Direction, Black and White",1945
Cedric Gibbons,male,"Art Direction, Black and White",1952
Pierre Guffroy,male,"Art Direction, Black and White",1967
Fay Babcock,female,"Art Direction, Black and White",1943
Fred M. MacLean,male,"Art Direction, Black and White",1942
Fred M. MacLean,male,"Art Direction, Black and White",1945
George Hopkins,male,"Art Direction, Black and White",1944
George Hopkins,male,"Art Direction, Black and White",1967
George Hopkins,male,"Art Direction, Black and White",1963
George Hopkins,male,"Art Direction, Black and White",1952
Hal Gausman,male,"Art Direction, Black and White",1962
Lionel Couch,male,"Art Direction, Black and White",1961
John B. Goodman,male,"Art Direction, Black and White",1943
Jack Otterson,male,"Art Direction, Black and White",1942
Jack Otterson,male,"Art Direction, Black and White",1943
Jack Otterson,male,"Art Direction, Black and White",1941
John Bryan,male,"Art Direction, Black and White",1948
John DuCasse Schulze,male,"Art Direction, Black and White",1942
John DuCasse Schulze,male,"Art Direction, Black and White",1941
Ray Moyer,male,"Art Direction, Black and White",1955
Ray Moyer,male,"Art Direction, Black and White",1951
Ray Moyer,male,"Art Direction, Black and White",1947
Ray Moyer,male,"Art Direction, Black and White",1946
Robert Clatworthy,male,"Art Direction, Black and White",1966
Robert Clatworthy,male,"Art Direction, Black and White",1961
Jean d'Eaubonne,male,"Art Direction, Black and White",1952
Stuart A. Reiss,male,"Art Direction, Black and White",1954
Stuart A. Reiss,male,"Art Direction, Black and White",1957
Stuart A. Reiss,male,"Art Direction, Black and White",1960
Elliot Scott,male,"Art Direction, Black and White",1965
Harley Miller,male,"Art Direction, Black and White",1944
Claude E. Carpenter,male,"Art Direction, Black and White",1953
Claude E. Carpenter,male,"Art Direction, Black and White",1945
Claude E. Carpenter,male,"Art Direction, Black and White",1946
Fred J. Rode,male,"Art Direction, Black and White",1952
Charlie Chaplin,male,Original Dramatic Score,1973
Hans Zimmer,male,Original Dramatic Score,1999
James Horner,male,Original Dramatic Score,1998
James Horner,male,Original Dramatic Score,1996
James Horner,male,Original Dramatic Score,1996
Frank Skinner,male,Original Dramatic Score,1942
Philip Glass,male,Original Dramatic Score,1998
Danny Elfman,male,Original Dramatic Score,1998
Isaac Hayes,male,Original Dramatic Score,1972
Franz Waxman,male,Original Dramatic Score,1942
Franz Waxman,male,Original Dramatic Score,1942
Ernst Toch,male,Original Dramatic Score,1942
Nino Rota,male,Original Dramatic Score,1975
Nino Rota,male,Original Dramatic Score,1973
Werner R. Heymann,male,Original Dramatic Score,1942
Jerry Goldsmith,male,Original Dramatic Score,1975
Jerry Goldsmith,male,Original Dramatic Score,1976
Jerry Goldsmith,male,Original Dramatic Score,1998
Jerry Goldsmith,male,Original Dramatic Score,1974
Elliot Goldenthal,male,Original Dramatic Score,1997
Bernard Herrmann,male,Original Dramatic Score,1942
Bernard Herrmann,male,Original Dramatic Score,1942
Michel Legrand,male,Original Dramatic Score,1972
Randy Newman,male,Original Dramatic Score,1999
Miklós Rózsa,male,Original Dramatic Score,1942
Miklós Rózsa,male,Original Dramatic Score,1942
Marvin Hamlisch,male,Original Dramatic Score,1974
Alex North,male,Original Dramatic Score,1975
Alex North,male,Original Dramatic Score,1976
Max Steiner,male,Original Dramatic Score,1942
Patrick Doyle,male,Original Dramatic Score,1996
Victor Young,male,Original Dramatic Score,1942
Alfred Newman,male,Original Dramatic Score,1942
Alfred Newman,male,Original Dramatic Score,1942
Georges Delerue,male,Original Dramatic Score,1974
Gabriel Yared,male,Original Dramatic Score,1997
Gerald Fried,male,Original Dramatic Score,1976
Carmine Coppola,male,Original Dramatic Score,1975
Jack Nitzsche,male,Original Dramatic Score,1976
Jerry Fielding,male,Original Dramatic Score,1972
Richard Rodney Bennett,male,Original Dramatic Score,1972
Richard Rodney Bennett,male,Original Dramatic Score,1975
Buddy Baker,male,Original Dramatic Score,1973
David Hirschfelder,male,Original Dramatic Score,1999
David Hirschfelder,male,Original Dramatic Score,1997
Meredith Willson,male,Original Dramatic Score,1942
Edward J. Kay,male,Original Dramatic Score,1942
Louis Gruenberg,male,Original Dramatic Score,1942
Richard Hageman,male,Original Dramatic Score,1942
John Addison,male,Original Dramatic Score,1973
John Cameron,male,Original Dramatic Score,1974
Franz Bachelin,male,"Art Direction, Color",1960
John DeCuir,male,"Art Direction, Color",1956
John DeCuir,male,"Art Direction, Color",1953
John DeCuir,male,"Art Direction, Color",1957
John DeCuir,male,"Art Direction, Color",1966
John DeCuir,male,"Art Direction, Color",1964
John DeCuir,male,"Art Direction, Color",1960
Irene Sharaff,female,"Art Direction, Color",1955
Gene Allen,male,"Art Direction, Color",1955
Gene Allen,male,"Art Direction, Color",1965
Jack Martin Smith,male,"Art Direction, Color",1967
Jack Martin Smith,male,"Art Direction, Color",1966
Jack Martin Smith,male,"Art Direction, Color",1965
Jack Martin Smith,male,"Art Direction, Color",1964
Joseph C. Wright,male,"Art Direction, Color",1944
Joseph C. Wright,male,"Art Direction, Color",1956
Joseph C. Wright,male,"Art Direction, Color",1942
Joseph C. Wright,male,"Art Direction, Color",1943
Joseph C. Wright,male,"Art Direction, Color",1941
Joseph C. Wright,male,"Art Direction, Color",1962
Joseph C. Wright,male,"Art Direction, Color",1952
Russell A. Gausman,male,"Art Direction, Color",1944
Russell A. Gausman,male,"Art Direction, Color",1943
Russell A. Gausman,male,"Art Direction, Color",1961
Russell A. Gausman,male,"Art Direction, Color",1945
Russell A. Gausman,male,"Art Direction, Color",1960
Robert F. Boyle,male,"Art Direction, Color",1960
William Ferrari,male,"Art Direction, Color",1964
Arthur Lonergan,male,"Art Direction, Color",1967
Boris Juraga,male,"Art Direction, Color",1964
Boris Leven,male,"Art Direction, Color",1967
Boris Leven,male,"Art Direction, Color",1957
Boris Leven,male,"Art Direction, Color",1966
Boris Leven,male,"Art Direction, Color",1962
Joseph McMillan Johnson,male,"Art Direction, Color",1956
Joseph McMillan Johnson,male,"Art Direction, Color",1963
Casey Roberts,male,"Art Direction, Color",1943
Casey Roberts,male,"Art Direction, Color",1949
Hal Pereira,male,"Art Direction, Color",1967
Richard Pefferle,male,"Art Direction, Color",1951
Richard Pefferle,male,"Art Direction, Color",1963
Richard Pefferle,male,"Art Direction, Color",1945
Hilyard M. Brown,male,"Art Direction, Color",1964
George Davis,male,"Art Direction, Color",1956
George Davis,male,"Art Direction, Color",1954
George Davis,male,"Art Direction, Color",1961
George Davis,male,"Art Direction, Color",1965
George Davis,male,"Art Direction, Color",1964
George Davis,male,"Art Direction, Color",1963
George Davis,male,"Art Direction, Color",1963
George Davis,male,"Art Direction, Color",1952
John Hughes,male,"Art Direction, Color",1944
Robert Cartwright,male,"Art Direction, Color",1965
Leland Fuller,male,"Art Direction, Color",1955
Leland Fuller,male,"Art Direction, Color",1952
Maurice Pelling,male,"Art Direction, Color",1964
Robert M. Haas,male,"Art Direction, Color",1948
Roland Anderson,male,"Art Direction, Color",1943
Roland Anderson,male,"Art Direction, Color",1941
Roland Anderson,male,"Art Direction, Color",1955
Roland Anderson,male,"Art Direction, Color",1961
Roland Anderson,male,"Art Direction, Color",1964
Roland Anderson,male,"Art Direction, Color",1962
Maurice Ransford,male,"Art Direction, Color",1946
Charles Novi,male,"Art Direction, Color",1945
Charles S. Thompson,male,"Art Direction, Color",1953
Haldane Douglas,male,"Art Direction, Color",1944
Jack Stubbs,male,"Art Direction, Color",1956
Jacques Mersereau,male,"Art Direction, Color",1944
John Sturtevant,male,"Art Direction, Color",1967
Malcolm C. Bert,male,"Art Direction, Color",1955
Ralph S. Hurst,male,"Art Direction, Color",1957
Jocelyn Herbert,female,"Art Direction, Color",1964
René Hubert,male,"Costume Design, Color",1955
Elizabeth Haffenden,female,"Costume Design, Color",1967
Elizabeth Haffenden,female,"Costume Design, Color",1960
Dorothy Jeakins,female,"Costume Design, Color",1967
Dorothy Jeakins,female,"Costume Design, Color",1953
Dorothy Jeakins,female,"Costume Design, Color",1957
Dorothy Jeakins,female,"Costume Design, Color",1966
Dorothy Jeakins,female,"Costume Design, Color",1951
Dorothy Jeakins,female,"Costume Design, Color",1963
Dorothy Jeakins,female,"Costume Design, Color",1949
Margaret Furse,female,"Costume Design, Color",1965
Barbara Karinska,female,"Costume Design, Color",1953
Barbara Karinska,female,"Costume Design, Color",1949
Helen Rose,female,"Costume Design, Color",1956
Helen Rose,female,"Costume Design, Color",1953
Helen Rose,female,"Costume Design, Color",1952
Charles LeMaire,male,"Costume Design, Color",1956
Charles LeMaire,male,"Costume Design, Color",1956
Charles LeMaire,male,"Costume Design, Color",1954
Charles LeMaire,male,"Costume Design, Color",1954
Charles LeMaire,male,"Costume Design, Color",1955
Charles LeMaire,male,"Costume Design, Color",1955
Charles LeMaire,male,"Costume Design, Color",1953
Charles LeMaire,male,"Costume Design, Color",1952
Gile Steele,male,"Costume Design, Color",1953
Gile Steele,male,"Costume Design, Color",1951
Gile Steele,male,"Costume Design, Color",1949
Gile Steele,male,"Costume Design, Color",1952
Leah Rhodes,female,"Costume Design, Color",1950
Gwen Wakeling,female,"Costume Design, Color",1951
Mary Wills,female,"Costume Design, Color",1956
Mary Wills,female,"Costume Design, Color",1953
Mary Wills,female,"Costume Design, Color",1963
Marjorie Best,female,"Costume Design, Color",1950
Marjorie Best,female,"Costume Design, Color",1957
Marjorie Best,female,"Costume Design, Color",1966
Marjorie Best,female,"Costume Design, Color",1961
Arlington Valles,male,"Costume Design, Color",1951
Cecil Beaton,male,"Costume Design, Color",1965
Walter Plunkett,male,"Costume Design, Color",1954
Walter Plunkett,male,"Costume Design, Color",1951
Walter Plunkett,male,"Costume Design, Color",1964
Walter Plunkett,male,"Costume Design, Color",1962
Walter Plunkett,male,"Costume Design, Color",1952
Bill Thomas,male,"Costume Design, Color",1966
Bill Thomas,male,"Costume Design, Color",1961
Bill Thomas,male,"Costume Design, Color",1963
Bill Thomas,male,"Costume Design, Color",1962
Orry-Kelly,male,"Costume Design, Color",1963
Orry-Kelly,male,"Costume Design, Color",1952
Jean Louis,male,"Costume Design, Color",1967
Jean Louis,male,"Costume Design, Color",1955
Jean Louis,male,"Costume Design, Color",1962
Moss Mabry,male,"Costume Design, Color",1957
Moss Mabry,male,"Costume Design, Color",1965
Phyllis Dalton,female,"Costume Design, Color",1966
Ralph Jester,male,"Costume Design, Color",1957
Maria De Matteis,female,"Costume Design, Color",1957
Vittorio Nino Novarese,male,"Costume Design, Color",1966
Vittorio Nino Novarese,male,"Costume Design, Color",1966
Vittorio Nino Novarese,male,"Costume Design, Color",1964
Mary Ann Nyberg,female,"Costume Design, Color",1954
Mary Ann Nyberg,female,"Costume Design, Color",1955
Kay Nelson,female,"Costume Design, Color",1950
Miles White,male,"Costume Design, Color",1955
Miles White,male,"Costume Design, Color",1957
John Jensen,male,"Costume Design, Color",1957
Michael Whittaker,male,"Costume Design, Color",1951
Karl Freund,male,"Cinematography, Color",1942
Franz Planer,male,"Cinematography, Color",1960
Robert L. Surtees,male,"Cinematography, Color",1956
Robert L. Surtees,male,"Cinematography, Color",1951
Robert L. Surtees,male,"Cinematography, Color",1963
Robert L. Surtees,male,"Cinematography, Color",1960
Robert L. Surtees,male,"Cinematography, Color",1952
Russell Harlan,male,"Cinematography, Color",1967
Russell Harlan,male,"Cinematography, Color",1966
Russell Harlan,male,"Cinematography, Color",1963
Ernest Haller,male,"Cinematography, Color",1940
Ernest Haller,male,"Cinematography, Color",1951
Daniel L. Fapp,male,"Cinematography, Color",1965
Daniel L. Fapp,male,"Cinematography, Color",1962
Daniel L. Fapp,male,"Cinematography, Color",1960
Charles Lang,male,"Cinematography, Color",1964
Charles Lang,male,"Cinematography, Color",1962
Geoffrey Unsworth,male,"Cinematography, Color",1965
W. Howard Greene,male,"Cinematography, Color",1944
W. Howard Greene,male,"Cinematography, Color",1942
W. Howard Greene,male,"Cinematography, Color",1940
W. Howard Greene,male,"Cinematography, Color",1943
W. Howard Greene,male,"Cinematography, Color",1943
W. Howard Greene,male,"Cinematography, Color",1941
W. Howard Greene,male,"Cinematography, Color",1952
Conrad Hall,male,"Cinematography, Color",1967
Sol Polito,male,"Cinematography, Color",1940
Sol Polito,male,"Cinematography, Color",1943
John F. Seitz,male,"Cinematography, Color",1952
Freddie Young,male,"Cinematography, Color",1953
Freddie Young,male,"Cinematography, Color",1966
Freddie Young,male,"Cinematography, Color",1963
Sam Leavitt,male,"Cinematography, Color",1961
Ernest Palmer,male,"Cinematography, Color",1942
Ernest Palmer,male,"Cinematography, Color",1951
Milton R. Krasner,male,"Cinematography, Color",1943
Milton R. Krasner,male,"Cinematography, Color",1955
Milton R. Krasner,male,"Cinematography, Color",1964
Harry Hallenberger,male,"Cinematography, Color",1942
John Alton,male,"Cinematography, Color",1952
Joseph A. Valentine,male,"Cinematography, Color",1949
Wilfred M. Cline,male,"Cinematography, Color",1942
Norma Koch,female,"Costume Design, Black-and-White",1965
Norma Koch,female,"Costume Design, Black-and-White",1963
Edith Head,female,"Costume Design, Black-and-White",1956
Edith Head,female,"Costume Design, Black-and-White",1954
Edith Head,female,"Costume Design, Black-and-White",1950
Edith Head,female,"Costume Design, Black-and-White",1955
Edith Head,female,"Costume Design, Black-and-White",1953
Edith Head,female,"Costume Design, Black-and-White",1957
Edith Head,female,"Costume Design, Black-and-White",1966
Edith Head,female,"Costume Design, Black-and-White",1961
Edith Head,female,"Costume Design, Black-and-White",1951
Edith Head,female,"Costume Design, Black-and-White",1965
Edith Head,female,"Costume Design, Black-and-White",1964
Edith Head,female,"Costume Design, Black-and-White",1964
Edith Head,female,"Costume Design, Black-and-White",1963
Edith Head,female,"Costume Design, Black-and-White",1960
Edith Head,female,"Costume Design, Black-and-White",1952
Irene Sharaff,female,"Costume Design, Black-and-White",1967
Theoni V. Aldredge,female,"Costume Design, Black-and-White",1961
Theoni V. Aldredge,female,"Costume Design, Black-and-White",1963
Piero Gherardi,male,"Costume Design, Black-and-White",1964
Piero Gherardi,male,"Costume Design, Black-and-White",1962
Yury Annenkov,male,"Costume Design, Black-and-White",1955
Lucinda Ballard,female,"Costume Design, Black-and-White",1952
Herschel McCoy,male,"Costume Design, Black-and-White",1954
Tadaoto Kainosho,male,"Costume Design, Black-and-White",1956
Jocelyn Rickards,female,"Costume Design, Black-and-White",1967
Irene Lentz,female,"Costume Design, Color",1961
Edith Head,female,"Costume Design, Color",1967
Edith Head,female,"Costume Design, Color",1956
Edith Head,female,"Costume Design, Color",1953
Edith Head,female,"Costume Design, Color",1957
Edith Head,female,"Costume Design, Color",1966
Edith Head,female,"Costume Design, Color",1961
Edith Head,female,"Costume Design, Color",1951
Edith Head,female,"Costume Design, Color",1965
Edith Head,female,"Costume Design, Color",1964
Edith Head,female,"Costume Design, Color",1963
Edith Head,female,"Costume Design, Color",1962
Edith Head,female,"Costume Design, Color",1960
Edith Head,female,"Costume Design, Color",1949
Irene Sharaff,female,"Costume Design, Color",1956
Irene Sharaff,female,"Costume Design, Color",1954
Irene Sharaff,female,"Costume Design, Color",1955
Irene Sharaff,female,"Costume Design, Color",1955
Irene Sharaff,female,"Costume Design, Color",1957
Irene Sharaff,female,"Costume Design, Color",1961
Irene Sharaff,female,"Costume Design, Color",1964
Irene Sharaff,female,"Costume Design, Color",1962
Irene Sharaff,female,"Costume Design, Color",1962
Irene Sharaff,female,"Costume Design, Color",1960
Irene Sharaff,female,"Costume Design, Color",1952
Piero Gherardi,male,"Costume Design, Color",1967
Piero Tosi,male,"Costume Design, Color",1964
Renié,female,"Costume Design, Color",1964
Renié,female,"Costume Design, Color",1960
Elois Jenssen,female,"Costume Design, Color",1951
Marcel Vertès,male,"Costume Design, Color",1953
Edward Stevenson,male,"Costume Design, Color",1952
William Travilla,male,"Costume Design, Color",1954
William Travilla,male,"Costume Design, Color",1950
William Travilla,male,"Costume Design, Color",1955
Emile Santiago,male,"Costume Design, Color",1954
Joan Bridge,female,"Costume Design, Color",1967
Arnold Friberg,male,"Costume Design, Color",1957
Herschel McCoy,male,"Costume Design, Color",1952
Tony Walton,male,"Costume Design, Color",1965
Adele Palmer,female,"Costume Design, Color",1960
Donald Brooks,male,"Costume Design, Color",1964
Miles White,male,"Costume Design, Color",1953
Morton Haack,male,"Costume Design, Color",1965
John Barry,male,Original Dramatic Score,1972
John Williams,male,Original Dramatic Score,1999
John Williams,male,Original Dramatic Score,1975
John Williams,male,Original Dramatic Score,1976
John Williams,male,Original Dramatic Score,1998
John Williams,male,Original Dramatic Score,1974
John Williams,male,Original Dramatic Score,1997
John Williams,male,Original Dramatic Score,1996
John Williams,male,Original Dramatic Score,1973
John Williams,male,Original Dramatic Score,1973
Patrick Doyle,male,Original Dramatic Score,1997
Edward Ward,male,Original Dramatic Score,1942
Edward Ward,male,Original Dramatic Score,1942
Cy Feuer,male,Original Dramatic Score,1942
Raymond Rasch,male,Original Dramatic Score,1973
Walter Scharf,male,Original Dramatic Score,1942
Luis Bacalov,male,Original Dramatic Score,1996
Nicola Piovani,male,Original Dramatic Score,1999
Morris Stoloff,male,Original Dramatic Score,1942
Larry Russell,male,Original Dramatic Score,1973
Robert Stolz,male,Original Dramatic or Comedy Score,1945
Leonard Bernstein,male,Original Dramatic or Comedy Score,1955
Daniele Amfitheatrof,male,Original Dramatic or Comedy Score,1946
Frank Skinner,male,Original Dramatic or Comedy Score,1944
Frank Skinner,male,Original Dramatic or Comedy Score,1943
Henry Mancini,male,Original Dramatic or Comedy Score,1962
Aaron Copland,male,Original Dramatic or Comedy Score,1944
Aaron Copland,male,Original Dramatic or Comedy Score,1950
Franz Waxman,male,Original Dramatic or Comedy Score,1955
Franz Waxman,male,Original Dramatic or Comedy Score,1960
Franz Waxman,male,Original Dramatic or Comedy Score,1947
Franz Waxman,male,Original Dramatic or Comedy Score,1946
Franz Waxman,male,Original Dramatic or Comedy Score,1952
Ernst Toch,male,Original Dramatic or Comedy Score,1945
Werner R. Heymann,male,Original Dramatic or Comedy Score,1943
Ernest Gold,male,Original Dramatic or Comedy Score,1961
Ernest Gold,male,Original Dramatic or Comedy Score,1960
Bernard Herrmann,male,Original Dramatic or Comedy Score,1947
William Walton,male,Original Dramatic or Comedy Score,1949
William Walton,male,Original Dramatic or Comedy Score,1947
Miklós Rózsa,male,Original Dramatic or Comedy Score,1948
Miklós Rózsa,male,Original Dramatic or Comedy Score,1943
Miklós Rózsa,male,Original Dramatic or Comedy Score,1954
Miklós Rózsa,male,Original Dramatic or Comedy Score,1953
Miklós Rózsa,male,Original Dramatic or Comedy Score,1945
Miklós Rózsa,male,Original Dramatic or Comedy Score,1945
Miklós Rózsa,male,Original Dramatic or Comedy Score,1962
Miklós Rózsa,male,Original Dramatic or Comedy Score,1960
Miklós Rózsa,male,Original Dramatic or Comedy Score,1947
Miklós Rózsa,male,Original Dramatic or Comedy Score,1946
Miklós Rózsa,male,Original Dramatic or Comedy Score,1946
Miklós Rózsa,male,Original Dramatic or Comedy Score,1946
Miklós Rózsa,male,Original Dramatic or Comedy Score,1952
W. Franke Harling,male,Original Dramatic or Comedy Score,1945
Max Steiner,male,Original Dramatic or Comedy Score,1944
Max Steiner,male,Original Dramatic or Comedy Score,1956
Max Steiner,male,Original Dramatic or Comedy Score,1948
Max Steiner,male,Original Dramatic or Comedy Score,1943
Max Steiner,male,Original Dramatic or Comedy Score,1950
Max Steiner,male,Original Dramatic or Comedy Score,1955
Max Steiner,male,Original Dramatic or Comedy Score,1953
Max Steiner,male,Original Dramatic or Comedy Score,1951
Max Steiner,male,Original Dramatic or Comedy Score,1945
Max Steiner,male,Original Dramatic or Comedy Score,1945
Max Steiner,male,Original Dramatic or Comedy Score,1949
Larry Adler,male,Original Dramatic or Comedy Score,1955
Frank Churchill,male,Original Dramatic or Comedy Score,1943
David Rose,male,Original Dramatic or Comedy Score,1945
David Raksin,male,Original Dramatic or Comedy Score,1959
David Raksin,male,Original Dramatic or Comedy Score,1948
Leigh Harline,male,Original Dramatic or Comedy Score,1944
Leigh Harline,male,Original Dramatic or Comedy Score,1943
Richard Hageman,male,Original Dramatic or Comedy Score,1943
Michel Michelet,male,Original Dramatic or Comedy Score,1945
Michel Michelet,male,Original Dramatic or Comedy Score,1945
Werner Janssen,male,Original Dramatic or Comedy Score,1946
Werner Janssen,male,Original Dramatic or Comedy Score,1946
Werner Janssen,male,Original Dramatic or Comedy Score,1946
Edward Paul,male,Original Dramatic or Comedy Score,1945
Edward Paul,male,Original Dramatic or Comedy Score,1945
Hans J. Salter,male,Original Dramatic or Comedy Score,1944
Hans J. Salter,male,Original Dramatic or Comedy Score,1945
Hans J. Salter,male,Original Dramatic or Comedy Score,1946
Elmer Bernstein,male,Original Dramatic or Comedy Score,1961
André Previn,male,Original Dramatic or Comedy Score,1961
Alex North,male,Original Dramatic or Comedy Score,1956
Alex North,male,Original Dramatic or Comedy Score,1953
Alex North,male,Original Dramatic or Comedy Score,1957
Alex North,male,Original Dramatic or Comedy Score,1961
Alex North,male,Original Dramatic or Comedy Score,1952
Alex North,male,Original Dramatic or Comedy Score,1952
Victor Young,male,Original Dramatic or Comedy Score,1944
Victor Young,male,Original Dramatic or Comedy Score,1943
Victor Young,male,Original Dramatic or Comedy Score,1943
Victor Young,male,Original Dramatic or Comedy Score,1943
Victor Young,male,Original Dramatic or Comedy Score,1957
Victor Young,male,Original Dramatic or Comedy Score,1951
Victor Young,male,Original Dramatic or Comedy Score,1946
Alfred Newman,male,Original Dramatic or Comedy Score,1944
Alfred Newman,male,Original Dramatic or Comedy Score,1956
Alfred Newman,male,Original Dramatic or Comedy Score,1948
Alfred Newman,male,Original Dramatic or Comedy Score,1943
Alfred Newman,male,Original Dramatic or Comedy Score,1957
Alfred Newman,male,Original Dramatic or Comedy Score,1951
Alfred Newman,male,Original Dramatic or Comedy Score,1945
Alfred Newman,male,Original Dramatic or Comedy Score,1960
Alfred Newman,male,Original Dramatic or Comedy Score,1949
Alfred Newman,male,Original Dramatic or Comedy Score,1946
Alfred Newman,male,Original Dramatic or Comedy Score,1952
Edward H. Plumb,male,Original Dramatic or Comedy Score,1944
Edward H. Plumb,male,Original Dramatic or Comedy Score,1943
Alexandre Tansman,male,Original Dramatic or Comedy Score,1946
Frank De Vol,male,Original Dramatic or Comedy Score,1960
Oliver Wallace,male,Original Dramatic or Comedy Score,1944
Oliver Wallace,male,Original Dramatic or Comedy Score,1959
Edward J. Kay,male,Original Dramatic or Comedy Score,1943
Edward J. Kay,male,Original Dramatic or Comedy Score,1946
Hugo Friedhofer,male,Original Dramatic or Comedy Score,1959
Hugo Friedhofer,male,Original Dramatic or Comedy Score,1948
Hugo Friedhofer,male,Original Dramatic or Comedy Score,1954
Hugo Friedhofer,male,Original Dramatic or Comedy Score,1957
Hugo Friedhofer,male,Original Dramatic or Comedy Score,1949
Hugo Friedhofer,male,Original Dramatic or Comedy Score,1947
Hugo Friedhofer,male,Original Dramatic or Comedy Score,1946
Paul Smith,male,Original Dramatic or Comedy Score,1944
Louis Gruenberg,male,Original Dramatic or Comedy Score,1944
Jerome Moross,male,Original Dramatic or Comedy Score,1959
R. Dale Butts,male,Original Dramatic or Comedy Score,1946
Phil Boutelje,male,Original Dramatic or Comedy Score,1944
Max Terr,male,Original Dramatic or Comedy Score,1943
Elmer Bernstein,male,Original Dramatic or Comedy Score,1956
Elmer Bernstein,male,Original Dramatic or Comedy Score,1962
Friedrich Hollaender,male,Original Dramatic or Comedy Score,1943
Dimitri Tiomkin,male,Original Dramatic or Comedy Score,1944
Dimitri Tiomkin,male,Original Dramatic or Comedy Score,1959
