name,gender,nom_category,year
Sarah Polley,female,"Writing, Adapted Screenplay",2008
Chris Weitz,male,"Writing, Adapted Screenplay",2003
Lawrence Kasdan,male,"Writing, Adapted Screenplay",1989
David Mamet,male,"Writing, Adapted Screenplay",1983
David Mamet,male,"Writing, Adapted Screenplay",1998
Dorothy Parker,female,"Writing, Adapted Screenplay",1938
Philip Yordan,male,"Writing, Adapted Screenplay",1952
Walter Newman,male,"Writing, Adapted Screenplay",1966
Walter Newman,male,"Writing, Adapted Screenplay",1979
Samuel Hoffenstein,male,"Writing, Adapted Screenplay",1932
Samuel Hoffenstein,male,"Writing, Adapted Screenplay",1945
Carol Sobieski,female,"Writing, Adapted Screenplay",1992
Christopher Hampton,male,"Writing, Adapted Screenplay",2008
Christopher Hampton,male,"Writing, Adapted Screenplay",1989
James Goldman,male,"Writing, Adapted Screenplay",1969
Eleanor Perry,female,"Writing, Adapted Screenplay",1963
Tony Kushner,male,"Writing, Adapted Screenplay",2013
Tony Kushner,male,"Writing, Adapted Screenplay",2006
Dudley Nichols,male,"Writing, Adapted Screenplay",1936
Dudley Nichols,male,"Writing, Adapted Screenplay",1941
Robert Towne,male,"Writing, Adapted Screenplay",1985
Robert Towne,male,"Writing, Adapted Screenplay",1974
Moss Hart,male,"Writing, Adapted Screenplay",1948
August Wilson,male,"Writing, Adapted Screenplay",2017
Julius J. Epstein,male,"Writing, Adapted Screenplay",1984
Julius J. Epstein,male,"Writing, Adapted Screenplay",1944
Julius J. Epstein,male,"Writing, Adapted Screenplay",1939
Julius J. Epstein,male,"Writing, Adapted Screenplay",1973
Simon Beaufoy,male,"Writing, Adapted Screenplay",2011
Simon Beaufoy,male,"Writing, Adapted Screenplay",2009
Scott Smith,male,"Writing, Adapted Screenplay",1999
Carl Foreman,male,"Writing, Adapted Screenplay",1950
Carl Foreman,male,"Writing, Adapted Screenplay",1953
Carl Foreman,male,"Writing, Adapted Screenplay",1958
Carl Foreman,male,"Writing, Adapted Screenplay",1962
David Butler,male,"Writing, Adapted Screenplay",1977
Viña Delmar,female,"Writing, Adapted Screenplay",1938
Jeff Pope,male,"Writing, Adapted Screenplay",2014
Phyllis Nagy,female,"Writing, Adapted Screenplay",2016
Wang Hui-ling,female,"Writing, Adapted Screenplay",2001
Michael Weller,male,"Writing, Adapted Screenplay",1982
Leopold Atlas,male,"Writing, Adapted Screenplay",1946
Michael Austin,male,"Writing, Adapted Screenplay",1985
Stanley Kubrick,male,"Writing, Adapted Screenplay",1988
Stanley Kubrick,male,"Writing, Adapted Screenplay",1972
Stanley Kubrick,male,"Writing, Adapted Screenplay",1976
Stanley Kubrick,male,"Writing, Adapted Screenplay",1965
Robert Bolt,male,"Writing, Adapted Screenplay",1967
Robert Bolt,male,"Writing, Adapted Screenplay",1966
Robert Bolt,male,"Writing, Adapted Screenplay",1963
Richard Linklater,male,"Writing, Adapted Screenplay",2005
Richard Linklater,male,"Writing, Adapted Screenplay",2014
Harold Pinter,male,"Writing, Adapted Screenplay",1982
Harold Pinter,male,"Writing, Adapted Screenplay",1984
James Hilton,male,"Writing, Adapted Screenplay",1943
Roman Polanski,male,"Writing, Adapted Screenplay",1969
Francis Ford Coppola,male,"Writing, Adapted Screenplay",1975
Francis Ford Coppola,male,"Writing, Adapted Screenplay",1980
Francis Ford Coppola,male,"Writing, Adapted Screenplay",1973
Wolfgang Petersen,male,"Writing, Adapted Screenplay",1983
T. E. B. Clarke,male,"Writing, Adapted Screenplay",1961
Emma Thompson,female,"Writing, Adapted Screenplay",1996
Philip Kaufman,male,"Writing, Adapted Screenplay",1989
Lillian Hellman,female,"Writing, Adapted Screenplay",1942
Édouard Molinaro,male,"Writing, Adapted Screenplay",1980
George Seaton,male,"Writing, Adapted Screenplay",1944
George Seaton,male,"Writing, Adapted Screenplay",1948
George Seaton,male,"Writing, Adapted Screenplay",1955
George Seaton,male,"Writing, Adapted Screenplay",1971
David O. Russell,male,"Writing, Adapted Screenplay",2013
John Paxton,male,"Writing, Adapted Screenplay",1948
Bill Condon,male,"Writing, Adapted Screenplay",1999
Bill Condon,male,"Writing, Adapted Screenplay",2003
Todd Phillips,male,"Writing, Adapted Screenplay",2007
Nicholas Pileggi,male,"Writing, Adapted Screenplay",1991
Richard L. Breen,male,"Writing, Adapted Screenplay",1964
Richard L. Breen,male,"Writing, Adapted Screenplay",1949
Eric Ambler,male,"Writing, Adapted Screenplay",1954
Dorothy Kingsley,female,"Writing, Adapted Screenplay",1955
Bernard Slade,male,"Writing, Adapted Screenplay",1979
Eric Roth,male,"Writing, Adapted Screenplay",2009
Eric Roth,male,"Writing, Adapted Screenplay",2006
Eric Roth,male,"Writing, Adapted Screenplay",2000
Eric Roth,male,"Writing, Adapted Screenplay",1995
Peter Morgan,male,"Writing, Adapted Screenplay",2009
Frank S. Nugent,male,"Writing, Adapted Screenplay",1953
Charles MacArthur,male,"Writing, Adapted Screenplay",1940
Bruce Robinson,male,"Writing, Adapted Screenplay",1985
Cecil Arthur Lewis,male,"Writing, Adapted Screenplay",1939
Charles Schnee,male,"Writing, Adapted Screenplay",1953
Dennis Potter,male,"Writing, Adapted Screenplay",1982
Isobel Lennart,female,"Writing, Adapted Screenplay",1956
Isobel Lennart,female,"Writing, Adapted Screenplay",1961
Stanley Mann,male,"Writing, Adapted Screenplay",1966
Steve Shagan,male,"Writing, Adapted Screenplay",1977
Fred F. Finklehoffe,male,"Writing, Adapted Screenplay",1945
Per Berglund,male,"Writing, Adapted Screenplay",1988
Lucy Alibar,female,"Writing, Adapted Screenplay",2013
Peter Baynham,male,"Writing, Adapted Screenplay",2007
Leonard Schrader,male,"Writing, Adapted Screenplay",1986
Allen Vincent,male,"Writing, Adapted Screenplay",1949
Peter Jackson,male,"Writing, Adapted Screenplay",2004
Peter Jackson,male,"Writing, Adapted Screenplay",2002
John Huston,male,"Writing, Adapted Screenplay",1976
John Huston,male,"Writing, Adapted Screenplay",1942
John Huston,male,"Writing, Adapted Screenplay",1958
John Huston,male,"Writing, Adapted Screenplay",1951
John Huston,male,"Writing, Adapted Screenplay",1949
John Huston,male,"Writing, Adapted Screenplay",1952
Massimo Troisi,male,"Writing, Adapted Screenplay",1996
Herb Gardner,male,"Writing, Adapted Screenplay",1966
Peter Bogdanovich,male,"Writing, Adapted Screenplay",1972
Ruth Prawer Jhabvala,female,"Writing, Adapted Screenplay",1993
Ruth Prawer Jhabvala,female,"Writing, Adapted Screenplay",1987
Ruth Prawer Jhabvala,female,"Writing, Adapted Screenplay",1994
Renée Taylor,female,"Writing, Adapted Screenplay",1971
John Lasseter,male,"Writing, Adapted Screenplay",2011
Paul Mazursky,male,"Writing, Adapted Screenplay",1990
Brasse Brännström,male,"Writing, Adapted Screenplay",1988
Costa-Gavras,male,"Writing, Adapted Screenplay",1983
Costa-Gavras,male,"Writing, Adapted Screenplay",1970
Aaron Sorkin,male,"Writing, Adapted Screenplay",2012
Aaron Sorkin,male,"Writing, Adapted Screenplay",2011
Paul Haggis,male,"Writing, Adapted Screenplay",2005
Michael Cacoyannis,male,"Writing, Adapted Screenplay",1965
Morrie Ryskind,male,"Writing, Adapted Screenplay",1937
Morrie Ryskind,male,"Writing, Adapted Screenplay",1938
John Hodge,male,"Writing, Adapted Screenplay",1997
Lee Unkrich,male,"Writing, Adapted Screenplay",2011
Charles Brackett,male,"Writing, Adapted Screenplay",1942
Charles Brackett,male,"Writing, Adapted Screenplay",1940
Charles Brackett,male,"Writing, Adapted Screenplay",1949
Charles Brackett,male,"Writing, Adapted Screenplay",1946
Marc Connelly,male,"Writing, Adapted Screenplay",1938
Fannie Flagg,female,"Writing, Adapted Screenplay",1992
Richard Brooks,male,"Writing, Adapted Screenplay",1967
Richard Brooks,male,"Writing, Adapted Screenplay",1959
Richard Brooks,male,"Writing, Adapted Screenplay",1956
Francis Edward Faragoh,male,"Writing, Adapted Screenplay",1931
Sergio Amidei,male,"Writing, Adapted Screenplay",1947
Frank Cavett,male,"Writing, Adapted Screenplay",1945
Nedrick Young,male,"Writing, Adapted Screenplay",1961
Howard Estabrook,male,"Writing, Adapted Screenplay",1931
Kurt Luedtke,male,"Writing, Adapted Screenplay",1986
Lenore J. Coffee,female,"Writing, Adapted Screenplay",1939
Robert Getchell,male,"Writing, Adapted Screenplay",1977
Pat Conroy,male,"Writing, Adapted Screenplay",1992
Percy Heath,male,"Writing, Adapted Screenplay",1932
Beau Willimon,male,"Writing, Adapted Screenplay",2012
Kim Krizan,female,"Writing, Adapted Screenplay",2005
Simon Blackwell,male,"Writing, Adapted Screenplay",2010
Joel Coen,male,"Writing, Adapted Screenplay",2011
Joel Coen,male,"Writing, Adapted Screenplay",2008
Joel Coen,male,"Writing, Adapted Screenplay",2001
Ethan Coen,male,"Writing, Adapted Screenplay",2011
Ethan Coen,male,"Writing, Adapted Screenplay",2008
Ethan Coen,male,"Writing, Adapted Screenplay",2001
Robert E. Thompson,male,"Writing, Adapted Screenplay",1970
Raynold Gideon,male,"Writing, Adapted Screenplay",1987
Elizabeth Reinhardt,female,"Writing, Adapted Screenplay",1945
Marcello Danon,male,"Writing, Adapted Screenplay",1980
Robert Festinger,male,"Writing, Adapted Screenplay",2002
Barry Jenkins,male,"Writing, Adapted Screenplay",2017
Chris Meledandri,male,Animated Feature,2014
Marjane Satrapi,female,Animated Feature,2008
Isao Takahata,male,Animated Feature,2015
Chris Sanders,male,Animated Feature,2011
Chris Sanders,male,Animated Feature,2003
Chris Sanders,male,Animated Feature,2014
John Lasseter,male,Animated Feature,2007
John Lasseter,male,Animated Feature,2002
Chris Miller,male,Animated Feature,2012
Gore Verbinski,male,Animated Feature,2012
Brad Bird,male,Animated Feature,2008
Brad Bird,male,Animated Feature,2005
Andrew Stanton,male,Animated Feature,2009
Andrew Stanton,male,Animated Feature,2004
Pete Docter,male,Animated Feature,2010
Pete Docter,male,Animated Feature,2002
Pete Docter,male,Animated Feature,2016
Lee Unkrich,male,Animated Feature,2011
Fernando Trueba,male,Animated Feature,2012
Brenda Chapman,female,Animated Feature,2013
Andrew Adamson,male,Animated Feature,2005
Jeffrey Katzenberg,male,Animated Feature,2003
Steve Oedekerk,male,Animated Feature,2002
Jennifer Yuh Nelson,female,Animated Feature,2012
Toshio Suzuki,male,Animated Feature,2014
Toshio Suzuki,male,Animated Feature,2017
John Musker,male,Animated Feature,2010
John Musker,male,Animated Feature,2017
Javier Mariscal,male,Animated Feature,2012
Ron Clements,male,Animated Feature,2010
Ron Clements,male,Animated Feature,2003
Ron Clements,male,Animated Feature,2017
Tomm Moore,male,Animated Feature,2010
Tomm Moore,male,Animated Feature,2015
Chris Williams,male,Animated Feature,2009
Chris Williams,male,Animated Feature,2015
Bonnie Arnold,female,Animated Feature,2015
Dean DeBlois,male,Animated Feature,2011
Dean DeBlois,male,Animated Feature,2015
Vincent Paronnaud,male,Animated Feature,2008
Hiromasa Yonebayashi,male,Animated Feature,2016
Aron Warner,male,Animated Feature,2002
Benjamin Renner,male,Animated Feature,2014
Jean-Loup Felicioli,male,Animated Feature,2012
John A. Davis,male,Animated Feature,2002
Sam Fell,male,Animated Feature,2013
Jennifer Lee,female,Animated Feature,2014
John Stevenson,male,Animated Feature,2009
Kirk DeMicco,male,Animated Feature,2014
Mike Johnson,male,Animated Feature,2006
Travis Knight,male,Animated Feature,2015
Travis Knight,male,Animated Feature,2017
Alê Abreu,male,Animated Feature,2016
Robert Walker,male,Animated Feature,2004
Rosa Tran,female,Animated Feature,2016
Max Karli,male,Animated Feature,2017
Arianne Sutner,female,Animated Feature,2017
Nicholas Meyer,male,"Writing, Adapted Screenplay",1977
George Bernard Shaw,male,"Writing, Adapted Screenplay",1939
George Clooney,male,"Writing, Adapted Screenplay",2012
Luis Buñuel,male,"Writing, Adapted Screenplay",1978
Billy Wilder,male,"Writing, Adapted Screenplay",1942
Billy Wilder,male,"Writing, Adapted Screenplay",1940
Billy Wilder,male,"Writing, Adapted Screenplay",1955
Billy Wilder,male,"Writing, Adapted Screenplay",1945
Billy Wilder,male,"Writing, Adapted Screenplay",1960
Billy Wilder,male,"Writing, Adapted Screenplay",1949
Billy Wilder,male,"Writing, Adapted Screenplay",1946
Dino Risi,male,"Writing, Adapted Screenplay",1976
Robert Rossen,male,"Writing, Adapted Screenplay",1950
Mordecai Richler,male,"Writing, Adapted Screenplay",1975
Karl Tunberg,male,"Writing, Adapted Screenplay",1960
Michael Radford,male,"Writing, Adapted Screenplay",1996
Donald E. Westlake,male,"Writing, Adapted Screenplay",1991
Scott Frank,male,"Writing, Adapted Screenplay",1999
Albert Maltz,male,"Writing, Adapted Screenplay",1951
Albert Maltz,male,"Writing, Adapted Screenplay",1946
Alan Bennett,male,"Writing, Adapted Screenplay",1995
Lawrence B. Marcus,male,"Writing, Adapted Screenplay",1981
Paul Dehn,male,"Writing, Adapted Screenplay",1975
Ronald Harwood,male,"Writing, Adapted Screenplay",1984
Ronald Harwood,male,"Writing, Adapted Screenplay",2008
Ronald Harwood,male,"Writing, Adapted Screenplay",2003
Neill Blomkamp,male,"Writing, Adapted Screenplay",2010
Grover Jones,male,"Writing, Adapted Screenplay",1936
Ernest Thompson,male,"Writing, Adapted Screenplay",1982
Michael Blake,male,"Writing, Adapted Screenplay",1991
Terry Rossio,male,"Writing, Adapted Screenplay",2002
Ted Elliott,male,"Writing, Adapted Screenplay",2002
Ruggero Maccari,male,"Writing, Adapted Screenplay",1976
John Michael Hayes,male,"Writing, Adapted Screenplay",1955
John Michael Hayes,male,"Writing, Adapted Screenplay",1958
William Gibson,male,"Writing, Adapted Screenplay",1963
Elizabeth Hill,female,"Writing, Adapted Screenplay",1939
Howard E. Koch,male,"Writing, Adapted Screenplay",1944
Eric Maschwitz,male,"Writing, Adapted Screenplay",1940
Géza Herczeg,male,"Writing, Adapted Screenplay",1938
Ian Dalrymple,male,"Writing, Adapted Screenplay",1939
Ian Dalrymple,male,"Writing, Adapted Screenplay",1939
José Rivera,male,"Writing, Adapted Screenplay",2005
Henry Ephron,male,"Writing, Adapted Screenplay",1964
Waldemar Young,male,"Writing, Adapted Screenplay",1936
Billy Ray,male,"Writing, Adapted Screenplay",2014
David Arata,male,"Writing, Adapted Screenplay",2007
Don Mankiewicz,male,"Writing, Adapted Screenplay",1959
Lewis John Carlino,male,"Writing, Adapted Screenplay",1978
Tab Murphy,male,"Writing, Adapted Screenplay",1989
Vernon Harris,male,"Writing, Adapted Screenplay",1969
Christine Edzard,female,"Writing, Adapted Screenplay",1989
Becky Johnston,female,"Writing, Adapted Screenplay",1992
Frank Galati,male,"Writing, Adapted Screenplay",1989
Reidar Jönsson,male,"Writing, Adapted Screenplay",1988
Millen Brand,male,"Writing, Adapted Screenplay",1949
Stan Chervin,male,"Writing, Adapted Screenplay",2012
Tess Slesinger,female,"Writing, Adapted Screenplay",1946
Tony Roche,male,"Writing, Adapted Screenplay",2010
Anne Rosellini,female,"Writing, Adapted Screenplay",2011
Roger L. Simon,male,"Writing, Adapted Screenplay",1990
Sidney Carroll,male,"Writing, Adapted Screenplay",1962
Tony Huston,male,"Writing, Adapted Screenplay",1988
Richard Sokolove,male,"Writing, Adapted Screenplay",1970
Federico Fellini,male,"Writing, Adapted Screenplay",1977
Federico Fellini,male,"Writing, Adapted Screenplay",1947
Paul Thomas Anderson,male,"Writing, Adapted Screenplay",2008
Paul Thomas Anderson,male,"Writing, Adapted Screenplay",2015
Sidney Lumet,male,"Writing, Adapted Screenplay",1982
John Milius,male,"Writing, Adapted Screenplay",1980
Mel Brooks,male,"Writing, Adapted Screenplay",1975
Julie Delpy,female,"Writing, Adapted Screenplay",2005
Julie Delpy,female,"Writing, Adapted Screenplay",2014
Graham Greene,male,"Writing, Adapted Screenplay",1950
Robert Anderson,male,"Writing, Adapted Screenplay",1960
Robert Anderson,male,"Writing, Adapted Screenplay",1971
Oliver Stone,male,"Writing, Adapted Screenplay",1992
Oliver Stone,male,"Writing, Adapted Screenplay",1990
Oliver Stone,male,"Writing, Adapted Screenplay",1979
Anthony Minghella,male,"Writing, Adapted Screenplay",2000
Anthony Minghella,male,"Writing, Adapted Screenplay",1997
Walter Reisch,male,"Writing, Adapted Screenplay",1940
Walter Reisch,male,"Writing, Adapted Screenplay",1945
Terrence Malick,male,"Writing, Adapted Screenplay",1999
Norman Reilly Raine,male,"Writing, Adapted Screenplay",1938
Debra Granik,female,"Writing, Adapted Screenplay",2011
Charlie Kaufman,male,"Writing, Adapted Screenplay",2003
Lasse Hallström,male,"Writing, Adapted Screenplay",1988
Dalton Trumbo,male,"Writing, Adapted Screenplay",1941
James Agee,male,"Writing, Adapted Screenplay",1952
Francis Veber,male,"Writing, Adapted Screenplay",1980
Joan Harrison,female,"Writing, Adapted Screenplay",1941
Jan Troell,male,"Writing, Adapted Screenplay",1973
John Logan,male,"Writing, Adapted Screenplay",2012
Sonya Levien,female,"Writing, Adapted Screenplay",1934
Don DaGradi,male,"Writing, Adapted Screenplay",1965
Bruce Beresford,male,"Writing, Adapted Screenplay",1981
Alvin Sargent,male,"Writing, Adapted Screenplay",1978
Alvin Sargent,male,"Writing, Adapted Screenplay",1974
Alvin Sargent,male,"Writing, Adapted Screenplay",1981
Elaine May,female,"Writing, Adapted Screenplay",1999
Elaine May,female,"Writing, Adapted Screenplay",1979
Calder Willingham,male,"Writing, Adapted Screenplay",1968
Seton I. Miller,male,"Writing, Adapted Screenplay",1942
Seton I. Miller,male,"Writing, Adapted Screenplay",1931
Ronald Neame,male,"Writing, Adapted Screenplay",1948
Ronald Neame,male,"Writing, Adapted Screenplay",1947
Cesare Zavattini,male,"Writing, Adapted Screenplay",1950
Ethan Hawke,male,"Writing, Adapted Screenplay",2005
Ethan Hawke,male,"Writing, Adapted Screenplay",2014
Donald Ogden Stewart,male,"Writing, Adapted Screenplay",1941
John Farrow,male,"Writing, Adapted Screenplay",1957
Benh Zeitlin,male,"Writing, Adapted Screenplay",2013
Anthony Coldeway,male,"Writing, Adapted Screenplay",1929
Guy Endore,male,"Writing, Adapted Screenplay",1946
Larry McMurtry,male,"Writing, Adapted Screenplay",1972
Larry McMurtry,male,"Writing, Adapted Screenplay",2006
Mark Fergus,male,"Writing, Adapted Screenplay",2007
Todd Field,male,"Writing, Adapted Screenplay",2007
Todd Field,male,"Writing, Adapted Screenplay",2002
Michael Arndt,male,"Writing, Adapted Screenplay",2011
Bo Goldman,male,"Writing, Adapted Screenplay",1993
Bo Goldman,male,"Writing, Adapted Screenplay",1976
Timothy J. Sexton,male,"Writing, Adapted Screenplay",2007
Bengt Forslund,male,"Writing, Adapted Screenplay",1973
Bráulio Mantovani,male,"Writing, Adapted Screenplay",2004
Robert Pulcini,male,"Writing, Adapted Screenplay",2004
Frank Davis,male,"Writing, Adapted Screenplay",1946
Anna Pavignano,female,"Writing, Adapted Screenplay",1996
Gladys Hill,female,"Writing, Adapted Screenplay",1976
Charles Randolph,male,"Writing, Adapted Screenplay",2016
David Lynch,male,"Writing, Adapted Screenplay",1981
Michael Wilson,male,"Writing, Adapted Screenplay",1953
Michael Wilson,male,"Writing, Adapted Screenplay",1958
Michael Wilson,male,"Writing, Adapted Screenplay",1957
Michael Wilson,male,"Writing, Adapted Screenplay",1963
Michael Wilson,male,"Writing, Adapted Screenplay",1952
Alfonso Cuarón,male,"Writing, Adapted Screenplay",2007
Richard Brooks,male,"Writing, Adapted Screenplay",1961
Richard Brooks,male,"Writing, Adapted Screenplay",1968
Diana Ossana,female,"Writing, Adapted Screenplay",2006
Alfred A. Cohn,male,"Writing, Adapted Screenplay",1929
Frances Goodrich,female,"Writing, Adapted Screenplay",1937
Frances Goodrich,female,"Writing, Adapted Screenplay",1935
Frances Goodrich,female,"Writing, Adapted Screenplay",1955
Frances Goodrich,female,"Writing, Adapted Screenplay",1951
Hilary Henkin,female,"Writing, Adapted Screenplay",1998
Jean-Claude Carrière,male,"Writing, Adapted Screenplay",1978
Jean-Claude Carrière,male,"Writing, Adapted Screenplay",1989
Bernardino Zapponi,male,"Writing, Adapted Screenplay",1977
Jules Furthman,male,"Writing, Adapted Screenplay",1936
Arthur Wimperis,male,"Writing, Adapted Screenplay",1943
Arthur Wimperis,male,"Writing, Adapted Screenplay",1943
John L. Balderston,male,"Writing, Adapted Screenplay",1936
John L. Balderston,male,"Writing, Adapted Screenplay",1945
Peter Barnes,male,"Writing, Adapted Screenplay",1993
Brian Helgeland,male,"Writing, Adapted Screenplay",2004
Brian Helgeland,male,"Writing, Adapted Screenplay",1998
Donald E. Stewart,male,"Writing, Adapted Screenplay",1983
Norman Corwin,male,"Writing, Adapted Screenplay",1957
Jim Taylor,male,"Writing, Adapted Screenplay",2000
Jim Taylor,male,"Writing, Adapted Screenplay",2005
James Schamus,male,"Writing, Adapted Screenplay",2001
Ernest Lehman,male,"Writing, Adapted Screenplay",1967
Ernest Lehman,male,"Writing, Adapted Screenplay",1955
Ernest Lehman,male,"Writing, Adapted Screenplay",1962
Frank Butler,male,"Writing, Adapted Screenplay",1945
Victor Heerman,male,"Writing, Adapted Screenplay",1934
Helen Deutsch,female,"Writing, Adapted Screenplay",1954
Robert N. Lee,male,"Writing, Adapted Screenplay",1931
Lewis R. Foster,male,"Writing, Adapted Screenplay",1944
S. J. Perelman,male,"Writing, Adapted Screenplay",1957
Peter Hedges,male,"Writing, Adapted Screenplay",2003
Jacques Natanson,male,"Writing, Adapted Screenplay",1952
Tarell Alvin McCraney,male,"Writing, Adapted Screenplay",2017
Frank Ross,male,"Writing, Adapted Screenplay",1944
John Van Druten,male,"Writing, Adapted Screenplay",1945
Antoine Tudal,male,"Writing, Adapted Screenplay",1964
Jesse Armstrong,male,"Writing, Adapted Screenplay",2010
John Gay,male,"Writing, Adapted Screenplay",1959
Luke Davies,male,"Writing, Adapted Screenplay",2017
Albert Mannheimer,male,"Writing, Adapted Screenplay",1951
Bridget Boland,female,"Writing, Adapted Screenplay",1970
Rodney Ackland,male,"Writing, Adapted Screenplay",1943
Paul Osborn,male,"Writing, Adapted Screenplay",1956
Paul Osborn,male,"Writing, Adapted Screenplay",1958
Shari Springer Berman,female,"Writing, Adapted Screenplay",2004
Lonne Elder III,male,"Writing, Adapted Screenplay",1973
Thomas Rickman,male,"Writing, Adapted Screenplay",1981
Anthony Hines,male,"Writing, Adapted Screenplay",2007
Karl Freund,male,Cinematography,1938
Christian Berger,male,Cinematography,2010
Roger Pratt,male,Cinematography,2000
Gregg Toland,male,Cinematography,1938
Ernest Haller,male,Cinematography,1939
Jack Hildyard,male,Cinematography,1958
Roger Deakins,male,Cinematography,2011
Roger Deakins,male,Cinematography,2009
Roger Deakins,male,Cinematography,2008
Roger Deakins,male,Cinematography,2008
Roger Deakins,male,Cinematography,2013
Roger Deakins,male,Cinematography,1998
Roger Deakins,male,Cinematography,2001
Roger Deakins,male,Cinematography,2002
Roger Deakins,male,Cinematography,1995
Roger Deakins,male,Cinematography,1997
Roger Deakins,male,Cinematography,2014
Roger Deakins,male,Cinematography,2015
Roger Deakins,male,Cinematography,2016
Daniel L. Fapp,male,Cinematography,1970
Daniel L. Fapp,male,Cinematography,1969
Charles Lang,male,Cinematography,1970
Charles Lang,male,Cinematography,1931
Charles Lang,male,Cinematography,1934
Charles Lang,male,Cinematography,1973
Geoffrey Unsworth,male,Cinematography,1975
Geoffrey Unsworth,male,Cinematography,1981
Geoffrey Unsworth,male,Cinematography,1973
Russell Carpenter,male,Cinematography,1998
Andrew Lesnie,male,Cinematography,2002
Robert Yeoman,male,Cinematography,2015
Dean Semler,male,Cinematography,1991
Jordan Cronenweth,male,Cinematography,1987
Fred Koenekamp,male,Cinematography,1978
Fred Koenekamp,male,Cinematography,1975
Fred Koenekamp,male,Cinematography,1971
Darius Khondji,male,Cinematography,1997
John Mathieson,male,Cinematography,2005
John Mathieson,male,Cinematography,2001
Freddie Young,male,Cinematography,1972
Freddie Young,male,Cinematography,1971
Donald McAlpine,male,Cinematography,2002
Freddie Francis,male,Cinematography,1990
Jeff Cronenweth,male,Cinematography,2012
Jeff Cronenweth,male,Cinematography,2011
Seamus McGarvey,male,Cinematography,2008
Seamus McGarvey,male,Cinematography,2013
Milton R. Krasner,male,Cinematography,1958
Robert De Grasse,male,Cinematography,1939
Harold E. Stine,male,Cinematography,1973
Linus Sandgren,male,Cinematography,2017
Osamu Furuya,male,Cinematography,1971
Greig Fraser,male,Cinematography,2017
Bruce Surtees,male,Cinematography,1975
Adam Greenberg,male,Cinematography,1992
Robert Richardson,male,Cinematography,2012
Robert Richardson,male,Cinematography,2010
Robert Richardson,male,Cinematography,2013
Robert Richardson,male,Cinematography,2000
Robert Richardson,male,Cinematography,2005
Robert Richardson,male,Cinematography,1992
Robert Richardson,male,Cinematography,1990
Robert Richardson,male,Cinematography,1987
Robert Richardson,male,Cinematography,2016
Mikael Salomon,male,Cinematography,1990
Dean Cundey,male,Cinematography,1989
Anthony Dod Mantle,male,Cinematography,2009
Edward Lachman,male,Cinematography,2003
Edward Lachman,male,Cinematography,2016
Lajos Koltai,male,Cinematography,2001
Dick Pope,male,Cinematography,2007
Dick Pope,male,Cinematography,2015
Conrad Hall,male,Cinematography,1970
Conrad Hall,male,Cinematography,1999
Conrad Hall,male,Cinematography,1976
Conrad Hall,male,Cinematography,2000
Conrad Hall,male,Cinematography,2003
Conrad Hall,male,Cinematography,1989
Conrad Hall,male,Cinematography,1994
Conrad Hall,male,Cinematography,1968
Richard H. Kline,male,Cinematography,1977
Richard H. Kline,male,Cinematography,1968
Gu Changwei,male,Cinematography,1994
Allen Daviau,male,Cinematography,1983
Allen Daviau,male,Cinematography,1988
Allen Daviau,male,Cinematography,1992
Allen Daviau,male,Cinematography,1991
Allen Daviau,male,Cinematography,1986
George Barnes,male,Cinematography,1929
George Barnes,male,Cinematography,1929
George Barnes,male,Cinematography,1929
George Barnes,male,Cinematography,1930
John F. Seitz,male,Cinematography,1930
Philippe Rousselot,male,Cinematography,1993
Philippe Rousselot,male,Cinematography,1988
Philippe Rousselot,male,Cinematography,1991
Owen Roizman,male,Cinematography,1983
Owen Roizman,male,Cinematography,1972
Owen Roizman,male,Cinematography,1974
Owen Roizman,male,Cinematography,1977
Owen Roizman,male,Cinematography,1995
Vilmos Zsigmond,male,Cinematography,2007
Vilmos Zsigmond,male,Cinematography,1978
Vilmos Zsigmond,male,Cinematography,1985
Vilmos Zsigmond,male,Cinematography,1979
Douglas Slocombe,male,Cinematography,1982
Douglas Slocombe,male,Cinematography,1978
Douglas Slocombe,male,Cinematography,1973
Ray June,male,Cinematography,1936
Ray June,male,Cinematography,1932
Ray June,male,Cinematography,1958
Richard Greatrex,male,Cinematography,1999
Sacha Baron Cohen,male,"Writing, Adapted Screenplay",2007
Joseph Strick,male,"Writing, Adapted Screenplay",1968
Joseph L. Mankiewicz,male,"Writing, Adapted Screenplay",1931
Joseph L. Mankiewicz,male,"Writing, Adapted Screenplay",1950
Joseph L. Mankiewicz,male,"Writing, Adapted Screenplay",1951
Bernardo Bertolucci,male,"Writing, Adapted Screenplay",1988
Bernardo Bertolucci,male,"Writing, Adapted Screenplay",1972
Emeric Pressburger,male,"Writing, Adapted Screenplay",1943
George Froeschel,male,"Writing, Adapted Screenplay",1943
George Froeschel,male,"Writing, Adapted Screenplay",1943
Raymond Chandler,male,"Writing, Adapted Screenplay",1945
Nicholas Kazan,male,"Writing, Adapted Screenplay",1991
Billy Bob Thornton,male,"Writing, Adapted Screenplay",1997
Pierre Boulle,male,"Writing, Adapted Screenplay",1958
Robert Riskin,male,"Writing, Adapted Screenplay",1939
Robert Riskin,male,"Writing, Adapted Screenplay",1937
Robert Riskin,male,"Writing, Adapted Screenplay",1935
Robert Riskin,male,"Writing, Adapted Screenplay",1934
Abby Mann,male,"Writing, Adapted Screenplay",1966
